Sampling Date;Day;Month;Year;Season;Operator;Block;CO2_trtmt;Ring;Collar;Month_Ring;Month_Collar;SampleTrackerNo;Av_SoilTemp;Av_SoilMoisture;Av_AirTemp;TFUcorr_Final_CH4_flux;TFUcorr_Final_CO2_flux;TFUcorr_Final_N2O_flux;Final_CH4_MDF;Final_CO2_MDF;Final_N2O_MDF;logFinal_CH4_flux;logFinal_CO2_flux;logFinal_N2O_flux
14-nov-18;18;Nov;2014;Spring;Loic;2;Ambient;3;3.7;Nov R3;Nov 3.7;8353;20.8;0.7;29.8;-40.038;60.738;-0.771;9.678;3.827;3.967;-1.602;1.783;0.113
14-nov-18;18;Nov;2014;Spring;Loic;2;Elevated;4;4;Nov R4;Nov 4.0;8354;21.2;0.7;35;-32.314;91.115;3.196;10.096;3.992;4.138;-1.509;1.96;0.505
14-nov-18;18;Nov;2014;Spring;Loic;2;Elevated;4;4.1;Nov R4;Nov 4.1;8355;21.7;0.7;34.5;-33.419;122.91;3.949;10.387;4.107;4.258;-1.524;2.09;0.597
14-nov-18;18;Nov;2014;Spring;Loic;2;Elevated;4;4.3;Nov R4;Nov 4.3;8356;21.7;0.3;33.1;-40.686;106.497;-4.106;9.404;3.718;3.855;-1.609;2.027;-0.613
14-nov-18;18;Nov;2014;Spring;Loic;2;Elevated;4;4.4;Nov R4;Nov 4.4;8357;22;0.8;34;-26.457;89.037;6.14;9.989;3.95;4.095;-1.423;1.95;0.788
14-nov-18;18;Nov;2014;Spring;Loic;2;Elevated;4;4.5;Nov R4;Nov 4.5;8358;21.3;1.3;31.9;-36.892;96.213;1.904;9.996;3.953;4.098;-1.567;1.983;0.28
14-nov-18;18;Nov;2014;Spring;Loic;2;Elevated;4;4.6;Nov R4;Nov 4.6;8359;22.6;0.8;34.4;-35.602;96.137;0.217;10.391;4.108;4.259;-1.551;1.983;-0.664
14-nov-18;18;Nov;2014;Spring;Loic;2;Elevated;4;4.7;Nov R4;Nov 4.7;8360;21;0.7;30.4;-26.918;63.077;0.205;9.457;3.739;3.876;-1.43;1.8;-0.687
14-nov-18;18;Nov;2014;Spring;Chris;3;Elevated;5;5;Nov R5;Nov 5.0;8361;21.7;1.9;33.5;-42.194;63.784;1.667;9.376;3.707;3.843;-1.625;1.805;0.222
14-nov-18;18;Nov;2014;Spring;Chris;3;Elevated;5;5.1;Nov R5;Nov 5.1;8362;21.6;1.8;33.4;-46.276;63.508;-0.824;9.595;3.794;3.933;-1.665;1.803;0.084
14-nov-18;18;Nov;2014;Spring;Chris;3;Elevated;5;5.2;Nov R5;Nov 5.2;8363;21;3;30.7;-52.82;76.404;1.46;9.895;3.913;4.056;-1.723;1.883;0.164
14-nov-18;18;Nov;2014;Spring;Chris;3;Elevated;5;5.3;Nov R5;Nov 5.3;8364;20.7;2.1;29.5;-32.998;66.395;-0.743;10.06;3.978;4.124;-1.518;1.822;0.129
14-nov-18;18;Nov;2014;Spring;Chris;3;Elevated;5;5.4;Nov R5;Nov 5.4;8365;22.6;1.7;33.1;-30.901;69.427;-0.579;10.005;3.956;4.101;-1.49;1.842;0.238
14-nov-18;18;Nov;2014;Spring;Chris;3;Elevated;5;5.5;Nov R5;Nov 5.5;8366;21.4;1.3;32;-55.871;86.463;-4.811;9.515;3.762;3.9;-1.747;1.937;-0.682
14-nov-18;18;Nov;2014;Spring;Chris;3;Elevated;5;5.6;Nov R5;Nov 5.6;8367;20.8;3.1;31.9;-48.941;69.873;-2.293;9.981;3.946;4.091;-1.69;1.844;-0.36
14-nov-18;18;Nov;2014;Spring;Chris;3;Ambient;6;6.1;Nov R6;Nov 6.1;8368;20.9;1.8;31.9;-44.473;87.201;1.292;10.075;3.983;4.13;-1.648;1.941;0.111
14-nov-18;18;Nov;2014;Spring;Chris;3;Ambient;6;6.2;Nov R6;Nov 6.2;8369;21;2.2;31.9;-45.602;98.367;-0.747;9.949;3.934;4.078;-1.659;1.993;0.127
14-nov-18;18;Nov;2014;Spring;Chris;3;Ambient;6;6.3;Nov R6;Nov 6.3;8370;21.6;3.2;29.5;-49.227;92.756;3.811;9.718;3.842;3.983;-1.692;1.967;0.581
14-nov-18;18;Nov;2014;Spring;Chris;3;Ambient;6;6.4;Nov R6;Nov 6.4;8371;19.8;2.5;26;-26.609;70.347;4.805;10.351;4.093;4.243;-1.425;1.847;0.682
14-nov-18;18;Nov;2014;Spring;Chris;3;Ambient;6;6.5;Nov R6;Nov 6.5;8372;21.3;2.8;26;-48.757;78.516;6.395;10.54;4.168;4.32;-1.688;1.895;0.806
14-nov-18;18;Nov;2014;Spring;Chris;3;Ambient;6;6.6;Nov R6;Nov 6.6;8373;20.4;2.8;26.6;-22.816;102.868;8.027;9.984;3.948;4.093;-1.358;2.012;0.905
14-nov-18;18;Nov;2014;Spring;Chris;3;Ambient;6;6.7;Nov R6;Nov 6.7;8374;20.7;2.3;28.4;-52.184;58.286;-2.199;9.878;3.906;4.049;-1.718;1.766;-0.342
15-Dec-14;15;Dec;2014;Spring;Chris;1;Elevated;1;1;Dec R1;Dec 1.0;8816;22.3;9.2;30.9;-0.966;190.667;8.265;10.122;4.002;4.149;0.015;2.28;0.917
15-Dec-14;15;Dec;2014;Spring;Chris;1;Elevated;1;1.1;Dec R1;Dec 1.1;8817;22.8;9.2;28.4;15.179;214.203;9.467;9.816;3.881;4.024;1.181;2.331;0.976
15-Dec-14;15;Dec;2014;Spring;Chris;1;Elevated;1;1.2;Dec R1;Dec 1.2;8818;22.3;11.4;31.9;13.25;301.224;12.645;9.426;3.727;3.864;1.122;2.479;1.102
15-Dec-14;15;Dec;2014;Spring;Chris;1;Elevated;1;1.4;Dec R1;Dec 1.4;8819;22.4;8.9;32;*;202.138;35.788;34.49;3.951;4.096;#VALUE!;2.306;1.554
15-Dec-14;15;Dec;2014;Spring;Chris;1;Elevated;1;1.5;Dec R1;Dec 1.5;8820;21.8;11.2;32.6;*;271.173;36.468;34.69;3.974;4.12;#VALUE!;2.433;1.562
15-Dec-14;15;Dec;2014;Spring;Chris;1;Elevated;1;1.6;Dec R1;Dec 1.6;8821;23.3;11;35;-24.627;235.742;16.939;10.493;4.149;4.301;-1.391;2.372;1.229
15-Dec-14;15;Dec;2014;Spring;Chris;1;Elevated;1;1.7;Dec R1;Dec 1.7;8822;22.1;8.4;27.9;-16.71;246.856;30.309;10.02;3.962;4.107;-1.223;2.392;1.482
15-Dec-14;15;Dec;2014;Spring;Jasmine;1;Ambient;2;2;Dec R2;Dec 2.0;8823;23.1;10.7;32.5;7.901;246.271;20.059;10.115;4;4.146;0.898;2.391;1.302
15-Dec-14;15;Dec;2014;Spring;Jasmine;1;Ambient;2;2.1;Dec R2;Dec 2.1;8824;21;10.4;27.9;*;245.099;19.14;35.074;4.018;4.165;#VALUE!;2.389;1.282
15-Dec-14;15;Dec;2014;Spring;Jasmine;1;Ambient;2;2.2;Dec R2;Dec 2.2;8825;23;9.7;31.1;-9.921;181.644;14.864;9.264;3.663;3.797;-0.997;2.259;1.172
15-Dec-14;15;Dec;2014;Spring;Jasmine;1;Ambient;2;2.3;Dec R2;Dec 2.3;8826;22.9;9.9;29.8;-9.61;270.661;23.834;10.269;4.06;4.209;-0.983;2.432;1.377
15-Dec-14;15;Dec;2014;Spring;Jasmine;1;Ambient;2;2.5;Dec R2;Dec 2.5;8827;22.3;9.2;32.2;6.391;160.102;9.755;10.232;4.046;4.194;0.806;2.204;0.989
15-Dec-14;15;Dec;2014;Spring;Jasmine;1;Ambient;2;2.6;Dec R2;Dec 2.6;8828;22.1;8.5;29.2;-14.207;179.761;24.98;10.32;4.08;4.23;-1.152;2.255;1.398
15-Dec-14;15;Dec;2014;Spring;Jasmine;1;Ambient;2;2.7;Dec R2;Dec 2.7;8829;22.6;11.4;31.9;-0.137;301.568;59.329;10.105;3.996;4.142;0.862;2.479;1.773
15-Dec-14;15;Dec;2014;Spring;Loic;2;Ambient;3;3;Dec R3;Dec 3.0;8830;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-Dec-14;15;Dec;2014;Spring;Loic;2;Ambient;3;3.1;Dec R3;Dec 3.1;8831;21.4;10;28.5;-13.807;170.412;5.62;9.687;3.83;3.971;-1.14;2.232;0.75
15-Dec-14;15;Dec;2014;Spring;Loic;2;Ambient;3;3.2;Dec R3;Dec 3.2;8832;20.9;11.9;25.9;-20.636;202.048;-6.103;10.277;4.063;4.212;-1.315;2.305;-0.786
15-Dec-14;15;Dec;2014;Spring;Loic;2;Ambient;3;3.4;Dec R3;Dec 3.4;8833;21.6;9.4;29.2;-29.141;241.805;-0.998;10.04;3.97;4.115;-1.465;2.383;0.001
15-Dec-14;15;Dec;2014;Spring;Loic;2;Ambient;3;3.5;Dec R3;Dec 3.5;8834;21.5;11.3;27.5;-23.355;172.883;-3.01;10.018;3.961;4.106;-1.368;2.238;-0.479
15-Dec-14;15;Dec;2014;Spring;Loic;2;Ambient;3;3.6;Dec R3;Dec 3.6;8835;21.7;10.8;32.1;-25.013;216.353;6.691;9.805;3.877;4.019;-1.398;2.335;0.825
15-Dec-14;15;Dec;2014;Spring;Loic;2;Ambient;3;3.7;Dec R3;Dec 3.7;8836;20.8;11.5;25.6;-22.131;199.449;1.455;9.812;3.88;4.022;-1.345;2.3;0.163
15-Dec-14;15;Dec;2014;Spring;Jasmine;2;Elevated;4;4;Dec R4;Dec 4.0;8837;21.2;9.5;28.3;-30.472;285.07;-11.675;10.32;4.08;4.23;-1.484;2.455;-1.067
15-Dec-14;15;Dec;2014;Spring;Jasmine;2;Elevated;4;4.1;Dec R4;Dec 4.1;8838;21;11.1;23.9;10.636;276.874;-1.526;10.758;4.254;4.41;1.027;2.442;-0.183
15-Dec-14;15;Dec;2014;Spring;Jasmine;2;Elevated;4;4.3;Dec R4;Dec 4.3;8839;21.2;8.5;26.7;-21.972;434.025;12.376;9.604;3.797;3.937;-1.342;2.638;1.093
15-Dec-14;15;Dec;2014;Spring;Jasmine;2;Elevated;4;4.4;Dec R4;Dec 4.4;8840;21.4;9.5;28.2;-30.883;221.939;13.941;10.181;4.025;4.173;-1.49;2.346;1.144
15-Dec-14;15;Dec;2014;Spring;Jasmine;2;Elevated;4;4.5;Dec R4;Dec 4.5;8841;21.3;12.5;30.4;-21.06;230.457;10.919;10.047;3.973;4.118;-1.323;2.363;1.038
15-Dec-14;15;Dec;2014;Spring;Jasmine;2;Elevated;4;4.6;Dec R4;Dec 4.6;8842;21.1;10.8;26.7;-79.294;266.566;20.056;36.778;4.213;4.368;-1.899;2.426;1.302
15-Dec-14;15;Dec;2014;Spring;Jasmine;2;Elevated;4;4.7;Dec R4;Dec 4.7;8843;20.8;9.7;25.3;-3.52;151.176;14.648;9.619;3.803;3.943;-0.547;2.179;1.166
15-Dec-14;15;Dec;2014;Spring;Loic;3;Elevated;5;5;Dec R5;Dec 5.0;8844;21.9;14.5;29.6;-25.834;186.454;5.951;9.496;3.755;3.893;-1.412;2.271;0.775
15-Dec-14;15;Dec;2014;Spring;Loic;3;Elevated;5;5.1;Dec R5;Dec 5.1;8845;22.3;11.1;32.3;-44.004;222.969;0.642;9.627;3.806;3.946;-1.643;2.348;-0.192
15-Dec-14;15;Dec;2014;Spring;Loic;3;Elevated;5;5.2;Dec R5;Dec 5.2;8846;21.9;11.5;30.4;-44.36;257.442;16.974;9.907;3.917;4.061;-1.647;2.411;1.23
15-Dec-14;15;Dec;2014;Spring;Loic;3;Elevated;5;5.3;Dec R5;Dec 5.3;8847;21.2;11.8;28.6;-32.617;209.484;-8.165;10.089;3.989;4.135;-1.513;2.321;-0.912
15-Dec-14;15;Dec;2014;Spring;Loic;3;Elevated;5;5.4;Dec R5;Dec 5.4;8848;22.7;14;31;-36.777;217.277;-13.254;10.072;3.983;4.129;-1.566;2.337;-1.122
15-Dec-14;15;Dec;2014;Spring;Loic;3;Elevated;5;5.5;Dec R5;Dec 5.5;8849;21.9;10.1;31.3;-28.404;310.762;1.645;9.536;3.771;3.909;-1.453;2.492;0.216
15-Dec-14;15;Dec;2014;Spring;Loic;3;Elevated;5;5.6;Dec R5;Dec 5.6;8850;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-Dec-14;15;Dec;2014;Spring;Chris;3;Ambient;6;6.1;Dec R6;Dec 6.1;8851;22;17.5;30.6;-34.334;273.138;36.089;10.115;4;4.146;-1.536;2.436;1.557
15-Dec-14;15;Dec;2014;Spring;Chris;3;Ambient;6;6.2;Dec R6;Dec 6.2;8852;21.7;20.1;30.4;-21.664;270.155;37.537;9.999;3.954;4.099;-1.336;2.432;1.574
15-Dec-14;15;Dec;2014;Spring;Chris;3;Ambient;6;6.3;Dec R6;Dec 6.3;8853;21.6;21.2;28.9;-25.49;259.01;86.132;9.737;3.85;13.776;-1.406;2.413;1.935
15-Dec-14;15;Dec;2014;Spring;Chris;3;Ambient;6;6.4;Dec R6;Dec 6.4;8854;20.8;20.8;25;-11.931;237.282;7.298;10.386;4.107;4.257;-1.077;2.375;0.863
15-Dec-14;15;Dec;2014;Spring;Chris;3;Ambient;6;6.5;Dec R6;Dec 6.5;8855;21.7;22.3;25;-7.031;222.59;13.051;10.575;4.182;4.335;-0.847;2.348;1.116
15-Dec-14;15;Dec;2014;Spring;Chris;3;Ambient;6;6.6;Dec R6;Dec 6.6;8856;20.9;19.2;25.6;-25.413;230.87;37.473;10.017;3.961;4.106;-1.405;2.363;1.574
15-Dec-14;15;Dec;2014;Spring;Chris;3;Ambient;6;6.7;Dec R6;Dec 6.7;8857;21.5;19.1;25.7;-43.412;208.244;4.751;9.967;3.941;4.086;-1.638;2.319;0.677
15-janv-09;9;Jan;2015;Summer;Jasmine;1;Elevated;1;1;Jan R1;Jan 1.0;8864;25.8;1.1;34.9;*;116.154;-0.587;34.479;3.95;4.095;#VALUE!;2.065;0.232
15-janv-09;9;Jan;2015;Summer;Jasmine;1;Elevated;1;1.1;Jan R1;Jan 1.1;8865;26.1;1.8;34.2;*;130.709;-1.011;33.234;3.807;3.947;#VALUE!;2.116;-0.005
15-janv-09;9;Jan;2015;Summer;Jasmine;1;Elevated;1;1.2;Jan R1;Jan 1.2;8866;25.3;1.6;34;*;143.317;0.235;32.307;3.701;3.837;#VALUE!;2.156;-0.629
15-janv-09;9;Jan;2015;Summer;Jasmine;1;Elevated;1;1.4;Jan R1;Jan 1.4;8867;25.4;1.4;35.6;-45.061;140.312;-4.55;9.878;3.906;4.049;-1.654;2.147;-0.658
15-janv-09;9;Jan;2015;Summer;Jasmine;1;Elevated;1;1.5;Jan R1;Jan 1.5;8868;25.4;2.1;33;-45.453;152.289;5.36;10.038;3.969;4.115;-1.658;2.183;0.729
15-janv-09;9;Jan;2015;Summer;Jasmine;1;Elevated;1;1.6;Jan R1;Jan 1.6;8869;25.5;1.1;34.4;-61.491;104.005;0.965;10.513;4.157;4.309;-1.789;2.017;-0.015
15-janv-09;9;Jan;2015;Summer;Jasmine;1;Elevated;1;1.7;Jan R1;Jan 1.7;8870;26.3;2;33.1;-44.48;120.491;-3.773;9.85;3.895;4.037;-1.648;2.081;-0.577
15-janv-09;9;Jan;2015;Summer;Chris;1;Ambient;2;2;Jan R2;Jan 2.0;8871;25.5;1.4;31.9;-45.566;114.185;3.363;10.135;4.007;4.154;-1.659;2.058;0.527
15-janv-09;9;Jan;2015;Summer;Chris;1;Ambient;2;2.1;Jan R2;Jan 2.1;8872;24.9;1;32.2;-31.864;165.935;1.117;10.017;3.961;4.106;-1.503;2.22;0.048
15-janv-09;9;Jan;2015;Summer;Chris;1;Ambient;2;2.2;Jan R2;Jan 2.2;8873;25.3;1;32.2;-26.845;105.228;3.902;9.23;3.65;3.783;-1.429;2.022;0.591
15-janv-09;9;Jan;2015;Summer;Chris;1;Ambient;2;2.3;Jan R2;Jan 2.3;8874;25;1.7;32.2;-27.51;124.707;6.727;10.187;4.028;4.176;-1.439;2.096;0.828
15-janv-09;9;Jan;2015;Summer;Chris;1;Ambient;2;2.5;Jan R2;Jan 2.5;8875;25;0.9;32.8;-34.723;96.363;6.78;10.214;4.038;4.187;-1.541;1.984;0.831
15-janv-09;9;Jan;2015;Summer;Chris;1;Ambient;2;2.6;Jan R2;Jan 2.6;8876;25.3;1.4;32.2;-35.909;103.183;1.412;10.218;4.04;4.188;-1.555;2.014;0.15
15-janv-09;9;Jan;2015;Summer;Chris;1;Ambient;2;2.7;Jan R2;Jan 2.7;8877;24.8;2.5;31.9;-36.356;179.56;2.938;10.105;3.995;4.142;-1.561;2.254;0.468
15-janv-09;9;Jan;2015;Summer;Loic;2;Ambient;3;3;Jan R3;Jan 3.0;8878;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-janv-09;9;Jan;2015;Summer;Loic;2;Ambient;3;3.1;Jan R3;Jan 3.1;8879;25.1;2;30.2;-36.474;148.907;5.408;9.633;3.809;3.949;-1.562;2.173;0.733
15-janv-09;9;Jan;2015;Summer;Loic;2;Ambient;3;3.2;Jan R3;Jan 3.2;8880;25;2.9;30.2;-52.072;156.483;-6.968;10.13;4.005;4.152;-1.717;2.194;-0.843
15-janv-09;9;Jan;2015;Summer;Loic;2;Ambient;3;3.4;Jan R3;Jan 3.4;8881;25.1;1;30.2;-55.285;176.455;14.668;10.006;3.956;4.101;-1.743;2.247;1.166
15-janv-09;9;Jan;2015;Summer;Loic;2;Ambient;3;3.5;Jan R3;Jan 3.5;8882;24.9;2.7;30.2;-47.604;161.761;3.157;9.928;3.926;4.07;-1.678;2.209;0.499
15-janv-09;9;Jan;2015;Summer;Loic;2;Ambient;3;3.6;Jan R3;Jan 3.6;8883;24.9;2.5;30.9;-42.865;182.913;4.408;9.844;3.892;4.035;-1.632;2.262;0.644
15-janv-09;9;Jan;2015;Summer;Loic;2;Ambient;3;3.7;Jan R3;Jan 3.7;8884;25;2.6;29.5;-54.083;158.079;-5.716;9.687;3.83;3.971;-1.733;2.199;-0.757
15-janv-09;9;Jan;2015;Summer;Chris;2;Elevated;4;4;Jan R4;Jan 4.0;8885;25.3;1.9;34.3;-41.386;196.636;-7.641;10.118;4.001;4.147;-1.617;2.294;-0.883
15-janv-09;9;Jan;2015;Summer;Chris;2;Elevated;4;4.1;Jan R4;Jan 4.1;8886;25.8;2.2;34.3;-47.06;297.792;23.053;10.393;4.11;4.26;-1.673;2.474;1.363
15-janv-09;9;Jan;2015;Summer;Chris;2;Elevated;4;4.3;Jan R4;Jan 4.3;8887;25.5;1.4;35.4;-41.791;195.175;-19.33;9.333;3.69;3.826;-1.621;2.29;-1.286
15-janv-09;9;Jan;2015;Summer;Chris;2;Elevated;4;4.4;Jan R4;Jan 4.4;8888;25.5;1.8;34.4;-55.85;193.011;12.088;9.977;3.945;4.09;-1.747;2.286;1.082
15-janv-09;9;Jan;2015;Summer;Chris;2;Elevated;4;4.5;Jan R4;Jan 4.5;8889;25.4;3;34.3;-48.976;223.402;-0.062;9.918;3.922;4.066;-1.69;2.349;1.207
15-janv-09;9;Jan;2015;Summer;Chris;2;Elevated;4;4.6;Jan R4;Jan 4.6;8890;25.7;2.8;34.3;-53.701;241.756;0.965;10.393;4.11;4.26;-1.73;2.383;-0.015
15-janv-09;9;Jan;2015;Summer;Chris;2;Elevated;4;4.7;Jan R4;Jan 4.7;8891;25;1.6;33;-39.445;171.867;2.752;9.374;3.707;3.843;-1.596;2.235;0.44
15-janv-09;9;Jan;2015;Summer;Loic;3;Elevated;5;5;Jan R5;Jan 5.0;8892;25;4.1;33.7;-53.594;172.428;3.117;9.371;3.705;3.841;-1.729;2.237;0.494
15-janv-09;9;Jan;2015;Summer;Loic;3;Elevated;5;5.1;Jan R5;Jan 5.1;8893;25.6;2.2;33.7;-65.968;119.21;2.193;9.586;3.79;3.929;-1.819;2.076;0.341
15-janv-09;9;Jan;2015;Summer;Loic;3;Elevated;5;5.2;Jan R5;Jan 5.2;8894;25.2;3.3;33.7;-63.278;175.199;1.433;9.799;3.874;4.017;-1.801;2.244;0.156
15-janv-09;9;Jan;2015;Summer;Loic;3;Elevated;5;5.3;Jan R5;Jan 5.3;8895;25.1;2.8;33.7;-56.021;136.206;1.267;9.924;3.924;4.068;-1.748;2.134;0.103
15-janv-09;9;Jan;2015;Summer;Loic;3;Elevated;5;5.4;Jan R5;Jan 5.4;8896;25.9;2.7;33.7;-59.06;164.975;1.151;9.985;3.948;4.093;-1.771;2.217;0.061
15-janv-09;9;Jan;2015;Summer;Loic;3;Elevated;5;5.5;Jan R5;Jan 5.5;8897;25.4;2;33.6;-67.157;212.785;-4.509;9.464;3.742;3.879;-1.827;2.328;-0.654
15-janv-09;9;Jan;2015;Summer;Loic;3;Elevated;5;5.6;Jan R5;Jan 5.6;8898;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-janv-09;9;Jan;2015;Summer;Jasmine;3;Ambient;6;6.1;Jan R6;Jan 6.1;8899;24.6;2.8;30;-64.541;193.589;-0.863;10.136;4.008;4.155;-1.81;2.287;0.064
15-janv-09;9;Jan;2015;Summer;Jasmine;3;Ambient;6;6.2;Jan R6;Jan 6.2;8900;24.9;2.6;30;-31.016;207.52;16.567;10.013;3.959;4.104;-1.492;2.317;1.219
15-janv-09;9;Jan;2015;Summer;Jasmine;3;Ambient;6;6.3;Jan R6;Jan 6.3;8901;25.2;3.8;28.8;-41.392;133.993;8.402;9.739;3.851;3.992;-1.617;2.127;0.924
15-janv-09;9;Jan;2015;Summer;Jasmine;3;Ambient;6;6.4;Jan R6;Jan 6.4;8902;23.8;8;27.5;-24.469;208.08;4.757;10.299;4.072;4.222;-1.389;2.318;0.677
15-janv-09;9;Jan;2015;Summer;Jasmine;3;Ambient;6;6.5;Jan R6;Jan 6.5;8903;24.3;4.6;27.5;-44.381;194.65;7.353;10.487;4.147;4.299;-1.647;2.289;0.866
15-janv-09;9;Jan;2015;Summer;Jasmine;3;Ambient;6;6.6;Jan R6;Jan 6.6;8904;24.2;5.5;28.9;-20.846;238.916;20.972;9.91;3.918;4.062;-1.319;2.378;1.322
15-janv-09;9;Jan;2015;Summer;Jasmine;3;Ambient;6;6.7;Jan R6;Jan 6.7;8905;24.5;4.1;28.7;-58.969;184.755;7.513;9.866;3.901;4.044;-1.771;2.267;0.876
6-Feb-15;6;Feb;2015;Summer;Jasmine;1;Elevated;1;1;Feb R1;Feb 1.0;9140;20.9;7.1;22.7;-19.855;180.458;-0.854;10.401;4.113;4.263;-1.298;2.256;0.068
6-Feb-15;6;Feb;2015;Summer;Jasmine;1;Elevated;1;1.1;Feb R1;Feb 1.1;9141;20.7;7.5;22.8;-12.129;199.447;13.455;10.001;3.955;4.1;-1.084;2.3;1.129
6-Feb-15;6;Feb;2015;Summer;Jasmine;1;Elevated;1;1.2;Feb R1;Feb 1.2;9142;20.7;9;22.8;-15.425;199.448;-2.61;9.714;3.841;3.982;-1.188;2.3;-0.417
6-Feb-15;6;Feb;2015;Summer;Jasmine;1;Elevated;1;1.4;Feb R1;Feb 1.4;9143;20.9;8.6;22.8;4.129;195.999;14.601;10.305;4.075;4.224;0.616;2.292;1.164
6-Feb-15;6;Feb;2015;Summer;Jasmine;1;Elevated;1;1.5;Feb R1;Feb 1.5;9144;20.7;9.7;22.7;-10.662;227.149;16.132;10.385;4.106;4.257;-1.028;2.356;1.208
6-Feb-15;6;Feb;2015;Summer;Jasmine;1;Elevated;1;1.6;Feb R1;Feb 1.6;9145;20.8;11;22.9;-32.383;220.189;-3.148;10.922;4.319;4.477;-1.51;2.343;-0.498
6-Feb-15;6;Feb;2015;Summer;Jasmine;1;Elevated;1;1.7;Feb R1;Feb 1.7;9146;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
6-Feb-15;6;Feb;2015;Summer;Chris;1;Ambient;2;2;Feb R2;Feb 2.0;9147;21.4;9.8;24.7;0.914;188.855;16.108;10.38;4.104;4.255;-0.039;2.276;1.207
6-Feb-15;6;Feb;2015;Summer;Chris;1;Ambient;2;2.1;Feb R2;Feb 2.1;9148;21;8.2;24.6;0.108;274.807;16.413;10.272;4.062;4.211;-0.966;2.439;1.215
6-Feb-15;6;Feb;2015;Summer;Chris;1;Ambient;2;2.2;Feb R2;Feb 2.2;9149;21.6;9.1;24.7;-9.194;160.894;-0.916;9.464;3.742;3.879;-0.964;2.207;0.038
6-Feb-15;6;Feb;2015;Summer;Chris;1;Ambient;2;2.3;Feb R2;Feb 2.3;9150;21.1;9;24.6;12.704;247.749;-2.109;10.447;4.131;4.282;1.104;2.394;-0.324
6-Feb-15;6;Feb;2015;Summer;Chris;1;Ambient;2;2.5;Feb R2;Feb 2.5;9151;21.2;7.4;24.4;-2.474;163.997;54.124;10.503;4.153;14.859;-0.393;2.215;1.733
6-Feb-15;6;Feb;2015;Summer;Chris;1;Ambient;2;2.6;Feb R2;Feb 2.6;9152;21.1;8.2;24.1;-5.301;173.304;15.848;10.498;4.151;4.303;-0.724;2.239;1.2
6-Feb-15;6;Feb;2015;Summer;Chris;1;Ambient;2;2.7;Feb R2;Feb 2.7;9153;21.2;9.7;25.1;-8.184;270.026;24.587;10.334;4.086;4.236;-0.913;2.431;1.391
6-Feb-15;6;Feb;2015;Summer;Loic;2;Ambient;3;3;Feb R3;Feb 3.0;9154;20.8;10.8;23.4;-15.998;252.563;3.256;10.029;3.965;4.111;-1.204;2.402;0.513
6-Feb-15;6;Feb;2015;Summer;Loic;2;Ambient;3;3.1;Feb R3;Feb 3.1;9155;21.1;9.7;23.5;-31.219;197.955;4;9.85;3.895;4.038;-1.494;2.297;0.602
6-Feb-15;6;Feb;2015;Summer;Loic;2;Ambient;3;3.2;Feb R3;Feb 3.2;9156;20.8;12.3;22.9;-20.818;196.691;6.615;10.381;4.105;4.255;-1.318;2.294;0.821
6-Feb-15;6;Feb;2015;Summer;Loic;2;Ambient;3;3.4;Feb R3;Feb 3.4;9157;21.2;9.7;23.9;-33.278;231.249;-0.274;10.218;4.04;4.189;-1.522;2.364;0.562
6-Feb-15;6;Feb;2015;Summer;Loic;2;Ambient;3;3.5;Feb R3;Feb 3.5;9158;21.1;11.8;23.5;-21.543;202.658;5.137;10.152;4.014;4.161;-1.333;2.307;0.711
6-Feb-15;6;Feb;2015;Summer;Loic;2;Ambient;3;3.6;Feb R3;Feb 3.6;9159;21.2;11;24.2;-22.28;241.274;6.308;10.064;3.979;4.125;-1.348;2.383;0.8
6-Feb-15;6;Feb;2015;Summer;Loic;2;Ambient;3;3.7;Feb R3;Feb 3.7;9160;20.8;12.1;22.7;-16.634;192.651;2.582;9.908;3.918;4.061;-1.221;2.285;0.412
6-Feb-15;6;Feb;2015;Summer;Jasmine;2;Elevated;4;4;Feb R4;Feb 4.0;9161;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
6-Feb-15;6;Feb;2015;Summer;Jasmine;2;Elevated;4;4.1;Feb R4;Feb 4.1;9162;21.2;8.8;23.1;12.292;342.985;7.674;10.785;4.265;4.421;1.09;2.535;0.885
6-Feb-15;6;Feb;2015;Summer;Jasmine;2;Elevated;4;4.3;Feb R4;Feb 4.3;9163;21.2;7.4;22.7;-19.868;226.474;7.376;9.732;3.848;3.989;-1.298;2.355;0.868
6-Feb-15;6;Feb;2015;Summer;Jasmine;2;Elevated;4;4.4;Feb R4;Feb 4.4;9164;21.3;8.1;23.1;-20.61;230.142;2.221;10.356;4.095;4.245;-1.314;2.362;0.347
6-Feb-15;6;Feb;2015;Summer;Jasmine;2;Elevated;4;4.5;Feb R4;Feb 4.5;9165;21.3;9.5;23.1;-22.388;233.339;0.817;10.293;4.07;4.219;-1.35;2.368;-0.088
